Tweet ID,Content,Date,clean_tweet,language,tokens
1929699538979508702,"@sugakoshiwara @Tomaray04473695 @efarsas Vc sabe o que é uma bactéria esporulada? Aliás, mijo foi um exemplo mínimo dos efeitos dos bêbados e cracudos por aí, vamos falar na tuberculose, por exemplo (todo brasileiro é vacinado e a população de rua é a que mais tem E TRANSMITE)","June 3, 2025 at 12:39 AM", vc sabe o que é uma bactéria esporulada aliás mijo foi um exemplo mínimo dos efeitos dos bêbados e cracudos por aí vamos falar na tuberculose por exemplo todo brasileiro é vacinado e a população de rua é a que mais tem e transmite ,pt,bactéria esporular aliás mijo mínimo efeito bêbado cracur ir falar tuberculose brasileiro vacinar população rua transmitir
1929695638259945481,"O Romantismo é um espectro:

De um lado temos:

Vou me matar por amor!

E do outro:

Vou morrer lentamente de tuberculose.","June 3, 2025 at 12:24 AM",o romantismo é um espectro de um lado temos vou me matar por amor e do outro vou morrer lentamente de tuberculose ,pt,romantismo espectro ir matar amor outro ir morrer lentamente tuberculose
1929693384202961277,"@efarsas Pois é e se não fossem vacinados trariam problemas seríssimos para a saúde do consumidor: brucelose; tuberculose; leptospirose; clostidiose, entre outras","June 3, 2025 at 12:15 AM", pois é e se não fossem vacinados trariam problemas seríssimos para a saúde do consumidor brucelose tuberculose leptospirose clostidiose entre outras,pt,ser vacinar trarir problema seríssir saúde consumidor brucelose tuberculose leptospirose clostidiose
1929683826223063313,"@Tomaray04473695 @SociaisBeto @mateusalvez @efarsas Varíola, poliomielite,sarampo,difteria,coqueluche,tuberculose e tétano matavam a rodo antes das vacinas.
Hoje,dessas q citei as q não foram erradicadas,a vacina previne d suas formas graves.
Se a pessoa tem conhecimento disso e mesmo assim é contra,já é burrice.","June 2, 2025 at 11:37 PM", varíola poliomielite sarampo difteria coqueluche tuberculose e tétano matavam a rodo antes das vacinas hoje dessas q citei as q não foram erradicadas a vacina previne d suas formas graves se a pessoa tem conhecimento disso e mesmo assim é contra já é burrice ,pt,varíola poliomielitar sarampo difteria coquelucher tuberculose tétano matar rodo vacina hoje de esse citar erradicar vacina previnar forma grave pessoa conhecimento burrice
1929678513474285811,acho q peguei Aids de pantano (tuberculose nomeada por @hang_fc ),"June 2, 2025 at 11:16 PM",acho q peguei aids de pantano tuberculose nomeada por ,pt,achar peguei aids pantano tuberculose nomear
1929677359587741924,Ideia de date: vc vem na minha casa me ensinar o tratamento de tuberculose,"June 2, 2025 at 11:11 PM",ideia de date vc vem na minha casa me ensinar o tratamento de tuberculose,pt,ideia date casa ensinar tratamento tuberculose
1929659629304270950,"@morcegocomtdah Sudeste, peido lgbt e bucho cheio, é a sua cara https://t.co/QvTIpafT2N","June 2, 2025 at 10:01 PM", sudeste peido lgbt e bucho cheio é a sua cara ,pt,sudeste peir lgbt bucho cheio cara
1929657744724033644,broooooo deze cough het klinkt lett alsof ik tuberculose heb,"June 2, 2025 at 09:53 PM",broooooo deze cough het klinkt lett alsof ik tuberculose heb,nl,broooooo deze cough het klinkt lett alsof tuberculose heb
1929636143609295282,"@lorispsg @JoaoLoque só doenças gravíssimas têm isencao: tuberculose, câncer, lepra, demência,  Alzheimer...","June 2, 2025 at 08:28 PM", só doenças gravíssimas têm isencao tuberculose câncer lepra demência alzheimer ,pt,doença gravíssima isencao tuberculose câncer lepra demêncio alzheimer
1929630180190179407,"Rindo muito, porque até ano passado eu trabalhava num postinho com população de rua que era a própria upa da rodoviária, chegava iam, avc, tuberculose exsanguinando e óbito... Maior sufoco, tudo sem recurso. Ainda bem que nunca postei nada, porque até eu achava fanfic tinha dia","June 2, 2025 at 08:04 PM",rindo muito porque até ano passado eu trabalhava num postinho com população de rua que era a própria upa da rodoviária chegava iam avc tuberculose exsanguinando e óbito maior sufoco tudo sem recurso ainda bem que nunca postei nada porque até eu achava fanfic tinha dia,pt,rir ano passado trabalhar postinho população rua próprio upa rodoviária chegar ir avc tuberculose exsanguinar óbito sufoco recurso postar achar fanfic ter
1929622880175730733,peguei tuberculose nessa aula o povo nao parou de tossir um segundo sequer e as janelas todas fechadas https://t.co/aluhPnZifc,"June 2, 2025 at 07:35 PM",peguei tuberculose nessa aula o povo nao parou de tossir um segundo sequer e as janelas todas fechadas ,pt,peguei tuberculose aula nao parar tossir sequer janela fechado
1929617525521649989,"@elinhomoska @sigameosbons0 @slpng_giants_pt Qual a parte de que vacina não impede a doença, mas minimiza os sintomas você ainda não conseguiu entender? E que a vacinação constante erradica doenças como fez com a varíola, a tuberculose... idiota?","June 2, 2025 at 07:14 PM", qual a parte de que vacina não impede a doença mas minimiza os sintomas você ainda não conseguiu entender e que a vacinação constante erradica doenças como fez com a varíola a tuberculose idiota ,pt,vacina impedir doença minimiza sintoma conseguir entender vacinação constante erradico doença varíola tuberculose idioto
1929613995335409859,"Um modelo de aprendizado de máquina superou os exames biológicos para infecção latente pela tuberculose na identificação de pessoas vivendo com HIV com alto risco de evoluir com tuberculose ativa na Suíça.
https://t.co/xCITL5dMNi https://t.co/osv1jYKDI1","June 2, 2025 at 07:00 PM",um modelo de aprendizado de máquina superou os exames biológicos para infecção latente pela tuberculose na identificação de pessoas vivendo com hiv com alto risco de evoluir com tuberculose ativa na suíça ,pt,modelo aprendizado máquina superar exame biológico infecção latente tuberculose identificação pessoa viver hiv alto risco evoluir tuberculose ativo suíça
1929609741157781830,"@slpng_giants_pt Essa senhora deve gostar de crianças mortas, não é? crianças aleijadas com polio, crianças com encefalite devido a sarampo, crianças com tuberculose.... esse é o IDEAL DE VIDA dela","June 2, 2025 at 06:43 PM", essa senhora deve gostar de crianças mortas não é crianças aleijadas com polio crianças com encefalite devido a sarampo crianças com tuberculose esse é o ideal de vida dela,pt,senhora gostar criança morto criança aleijar polio criança encefalite devido sarampo criança tuberculose ideal vida de ela
1929598285246861375,"Objetivo foi construir um Plano de Ação de Controle da Tuberculose no estado a partir da integração da Saúde com a Educação no desenvolvimento de ações para prevenção, promoção e erradicação da doença.
https://t.co/Pinvi0xhrA","June 2, 2025 at 05:57 PM",objetivo foi construir um plano de ação de controle da tuberculose no estado a partir da integração da saúde com a educação no desenvolvimento de ações para prevenção promoção e erradicação da doença ,pt,objetivo construir plano ação controle tuberculose integração saúde educação desenvolvimento ação prevenção promoção erradicação doença
1929593516767752573,nunca achei q sair de uma prova de tuberculose e hanseníase ia me deixar tão feliz,"June 2, 2025 at 05:38 PM",unca achei q sair de uma prova de tuberculose e hanseníase ia me deixar tão feliz,pt,unca achar sair prova tuberculose hanseníase deixar feliz
1929592143783297343,"@Ominekkkk Vei kkkkkk eu ia te perguntar se descartaram pneumonia, tuberculose e coqueluche 
Melhoras minezin💚 toma os antibióticos certos ok.","June 2, 2025 at 05:33 PM", vei eu ia te perguntar se descartaram pneumonia tuberculose e coqueluche melhoras minezin toma os antibióticos certos ok ,pt,vei perguntar descartar pneumonia tuberculose coquelucher melhora minezin tomar antibiótico certo
1929587196333314114,"@AlexLuthor14536 @raikaxcx Vdd, vou morrer d tuberculose e febre amarela em 2025 pq n quero ter AVC e virar autista 😭😭","June 2, 2025 at 05:13 PM", vdd vou morrer d tuberculose e febre amarela em  pq n quero ter avc e virar autista ,pt,vdd ir morrer tuberculose febre amarela avc virar autista
1929585229150212149,"@Demonao_ Tempo esfriou, aí já viu começam a aparecer casos de tuberculose.","June 2, 2025 at 05:05 PM", tempo esfriou aí já viu começam a aparecer casos de tuberculose ,pt,esfriar ver começar aparecer caso tuberculose
1929583756521714044,"Edição 2025 do curso “Diagnóstico laboratorial de tuberculose e micobactérias"". Inscrições até 12 de setembro.

Saiba mais ➡️ https://t.co/hhuOedgkSd

#Tuberculose #Micobactérias #INSA #InstitutoRicardoJorge #SNS https://t.co/PPhGNhYVoV","June 2, 2025 at 04:59 PM","edição  do curso “diagnóstico laboratorial de tuberculose e micobactérias"" inscrições até  de setembro saiba mais ️ érias ",pt,edição curso diagnóstico laboratorial tuberculose micobactéria inscrição setembro saber éria
1929579758704074893,"@sashladot deveriam estar preocupados com a onde de tuberculose surgindo e aumentando, não a de autismo, autismo não mata ninguém de tossir e sem ar pq um bando de fdp(bem perto desses q negam o autismo) não tomam vacina","June 2, 2025 at 04:43 PM", deveriam estar preocupados com a onde de tuberculose surgindo e aumentando não a de autismo autismo não mata ninguém de tossir e sem ar pq um bando de fdp bem perto desses q negam o autismo não tomam vacina,pt,dever preocupado tuberculose surgir aumentar autismo autismo matar ninguém tossir bando fdp de esse negar autismo tomar vacina
1929574098671198389,De eerste symptomen van Tuberculose bij volwassenen en kinderen. Vroege ... https://t.co/4ccYrgyRWm via @YouTube,"June 2, 2025 at 04:21 PM",de eerste symptomen van tuberculose bij volwassenen en kinderen vroege via ,nl,eerste symptomen van tuberculose bij volwassenen kinderen vroege ver
1929567224701784364,nunca estive tão ansioso para fazer um teste de drogas e um exame de tuberculose (pediram pra eu fazer depois de uma entrevista de emprego),"June 2, 2025 at 03:54 PM",unca estive tão ansioso para fazer um teste de drogas e um exame de tuberculose pediram pra eu fazer depois de uma entrevista de emprego ,pt,unca ansioso teste droga exame tuberculose pedir entrevista emprego
1929561934044557574,"@altierebtc minha mãe também na semana passada, no span de uma semana teve que ir fazer raio x duas vezes, e só deram injeção e pediram pra tomar uns remédios, MESMO DIZENDO QUE PODERIA SER INICIO DE TUBERCULOSE e o raio x claramente mostrando pequenas manchas no pulmão. Brutal se cuida bro","June 2, 2025 at 03:33 PM", minha mãe também na semana passada no span de uma semana teve que ir fazer raio x duas vezes e só deram injeção e pediram pra tomar uns remédios mesmo dizendo que poderia ser inicio de tuberculose e o raio x claramente mostrando pequenas manchas no pulmão brutal se cuida bro,pt,mãe semana passado span semana raio dar injeção pedir tomar remédio dizer poder tuberculose raio claramente mostrar pequeno mancha pulmão brutal cuidar bro
1929554953212764658,"@altierebtc Cuidado com tuberculose em mano.. tossir por mais de duas semanas produzindo catarro, suando de noite corre pro médico e pede um teste de escarro.","June 2, 2025 at 03:05 PM", cuidado com tuberculose em mano tossir por mais de duas semanas produzindo catarro suando de noite corre pro médico e pede um teste de escarro ,pt,cuidado tuberculose mano tossir semana produzir catarro suar noite correr pro médico pedir teste escarro
1929547031082607050,"💉🩺 O Ministério da Saúde, em parceria com o Cofen, lançou o programa “Enfermagem por um Brasil Saudável”, fortalecendo o papel essencial da enfermagem no combate ao HIV, hepatites virais, tuberculose e outras ISTs.
É mais valorização, mais prevenção e mais cuidado com o SUS! https://t.co/Yd5KvP8qYB","June 2, 2025 at 02:33 PM", o ministério da saúde em parceria com o cofen lançou o programa “enfermagem por um brasil saudável fortalecendo o papel essencial da enfermagem no combate ao hiv hepatites virais tuberculose e outras ists é mais valorização mais prevenção e mais cuidado com o sus ,pt,ministério saúde parceria cofen lançar programa enfermagem brasil saudável fortalecer papel essencial enfermagem combate hiv hepatite viral tuberculose ists valorização prevenção cuidado sus
1929497150934688077,"Não são nem 8h30 e já atendi tuberculose extra pulmonar, meningite, doenças de Lyme e síndrome de Ehlers- Danlos. 
Detalhe: consegui diagnosticar apenas com a ectoscopia. Por isso me chamam de dr house do interior de mg https://t.co/dBbWxdGjow","June 2, 2025 at 11:15 AM",não são nem h e já atendi tuberculose extra pulmonar meningite doenças de lyme e síndrome de ehlers danlos detalhe consegui diagnosticar apenas com a ectoscopia por isso me chamam de dr house do interior de mg ,pt,atender tuberculose extra pulmonar meningite doença lyme síndrome ehler danlo detalhe conseguir diagnosticar ectoscopia chamar house interior
1929495111416553845,"@caralhow_gui @PedroRonchi2 Quem dera. Eles arrumam outras desculpas ou dizem que foi ""a vontade de Deus"". Tenho um caso aqui de uma criança que está com tuberculose, a mãe SE RECUSA A TRATAR, tivemos que entrar no MP pra retirar a criança da escola pq agora é questão de saúde pública. Mt dificil.","June 2, 2025 at 11:07 AM"," quem dera eles arrumam outras desculpas ou dizem que foi ""a vontade de deus"" tenho um caso aqui de uma criança que está com tuberculose a mãe se recusa a tratar tivemos que entrar no mp pra retirar a criança da escola pq agora é questão de saúde pública mt dificil ",pt,dera arrumar desculpa vontade deus caso criança tuberculose mãe recusar tratar entrar retirar criança escola saúde público dificil
1929489540747542948,"@ecm_ed82 @MarianaSil61819 @mrluraes @soldiergremista amigo se vc tiver um filho ou se já tem, faça esse favor pra ele!! não vacine ele, isso é invenção da esquerda pra assassinar o povo, tétano, gripe, hepatite, tuberculose, tetravalente, covid... tudo mentira do capeta !! com certeza seu filho vai ser muito mais saudável","June 2, 2025 at 10:45 AM", amigo se vc tiver um filho ou se já tem faça esse favor pra ele não vacine ele isso é invenção da esquerda pra assassinar o povo tétano gripe hepatite tuberculose tetravalente covid tudo mentira do capeta com certeza seu filho vai ser muito mais saudáve,pt,amigo ter filho fazer vaciner invenção esquerda assassinar tétano gripe hepatite tuberculose tetravalente covid mentira capeta filho saudáve
1929478378605744441,"Nos dias 3 e 17 de junho realiza-se uma ação de saúde comunitária na Associação de Imigrantes Mundo Feliz, em Algés, dedicada ao diagnóstico precoce e à prevenção da tuberculose, nomeadamente da população migrante.

Mais informações em https://t.co/lxKTReqoom https://t.co/LGjuVbsmGy","June 2, 2025 at 10:01 AM",nos dias  e  de junho realiza se uma ação de saúde comunitária na associação de imigrantes mundo feliz em algés dedicada ao diagnóstico precoce e à prevenção da tuberculose nomeadamente da população migrante mais informações em ,pt,dia junho realizar ação saúde comunitário associação imigrante mundo feliz algés dedicar diagnóstico precoce prevenção tuberculose nomeadamente população migrante informação
1929474111677358380,"""eu entendo vc"" 
não, a única pessoa que me entenderia morreu de tuberculose no sanatório de kierling no dia 03  de junho de 1924","June 2, 2025 at 09:44 AM","""eu entendo vc"" não a única pessoa que me entenderia morreu de tuberculose no sanatório de kierling no dia  de junho de ",pt,enter único pessoa entenderia morrer tuberculose sanatório kierling junho
1929384964551856436,agora que lembrei da Anne chorando horrores pq descobriu a tuberculose do Arthur(eu tbm chorei nessa parte,"June 2, 2025 at 03:49 AM",agora que lembrei da anne chorando horrores pq descobriu a tuberculose do arthur eu tbm chorei nessa parte,pt,lembrar anne chorar horror descobrir tuberculose arthur tbm chorei
1929378169888354556,"Se o sangue de vampiro cura tudo, pq o Enzo morreu com tuberculose se a mamãe vampirona deu sangue pra ele???? Os furos de tvd tão me irritando hj","June 2, 2025 at 03:22 AM",se o sangue de vampiro cura tudo pq o enzo morreu com tuberculose se a mamãe vampirona deu sangue pra ele os furos de tvd tão me irritando hj,pt,sangue vampiro cura enzo morrer tuberculose mamãe vampironar dar sangue furo tvd irritar
1929343360227025245,prefiro morrer de tuberculose nos anos 20 do que viver essa desgraça horrível,"June 2, 2025 at 01:04 AM",prefiro morrer de tuberculose nos anos  do que viver essa desgraça horríve,pt,prefiro morrer tuberculose ano viver desgraça horríve
1929332337147289938,"Contaria e ia me cuidar no sus, a gente tem q parar de tratar saude sexual como tabu, to cansada de perder amigos e amigos de amigos pra “tuberculose” hiv/aids pq estavam com vergonha de se cuidar e em negação, me da aflição saber que elus poderiam estar vivos mas o tabu n deixou","June 2, 2025 at 12:20 AM",contaria e ia me cuidar no sus a gente tem q parar de tratar saude sexual como tabu to cansada de perder amigos e amigos de amigos pra “tuberculose hiv aids pq estavam com vergonha de se cuidar e em negação me da aflição saber que elus poderiam estar vivos mas o tabu n deixou,pt,contario cuidar sus gente parar tratar saude sexual tabu cansada perder amigo amigo amigo tuberculose hiver aids estar vergonha cuidar negação aflição elus poder vivo tabu deixar
1929330232558809222,Aí que vontade de uma casquinha recheada de chocolate mas se eu tomar uma dessa nesse frio vou de tuberculose,"June 2, 2025 at 12:12 AM",aí que vontade de uma casquinha recheada de chocolate mas se eu tomar uma dessa nesse frio vou de tuberculose,pt,vontade casquinha rechear chocolate tomar frio ir tuberculose
1929297045782667636,"@colattix Como que eu vou saber se meu filho tá com tuberculose se a gente chega no caraio do pronto socorro,o médico nem avalia direito,soca predinisona e xarope de guaco","June 1, 2025 at 10:00 PM", como que eu vou saber se meu filho tá com tuberculose se a gente chega no caraio do pronto socorro o médico nem avalia direito soca predinisona e xarope de guaco,pt,ir filho tuberculose gente chegar caraio pronto socorro médico avaliar direito soca predinisonar xarope guaco
1929293189178851546,"Nas cadeias de mg são as piores , vários casos de tuberculose, doenças de pele , super lotação, fora as guerras de fcc , primera coisa eu recebe quando cheguei na cadeia essa segunda fez foi os 10 mandamentos do cv , e as punições para quem não anda na risca e tal","June 1, 2025 at 09:45 PM",nas cadeias de mg são as piores vários casos de tuberculose doenças de pele super lotação fora as guerras de fcc primera coisa eu recebe quando cheguei na cadeia essa segunda fez foi os  mandamentos do cv e as punições para quem não anda na risca e ta,pt,cadeia piores caso tuberculose doença pele super lotação guerra fcc primer receber cheguei cadeia mandamento punição andar risca
1929293037928075555,"@Noitedecopa Ta faltando alguma perna nele?
Ele tá com câncer?
Tuberculose??
Tomar no cu bicho....por isso a seleção não ganha mais nada.
Babação do caralho em cima de um merdinha desses.","June 1, 2025 at 09:44 PM", ta faltando alguma perna nele ele tá com câncer tuberculose tomar no cu bicho por isso a seleção não ganha mais nada babação do caralho em cima de um merdinha desses ,pt,faltar algum perno em ele câncer tuberculose tomar bicho seleção ganhar babação caralho merdinha de esse
1929292959083549151,"@colattix Leva o filho doente já esquisito, agora com tuberculose é mostrar que ela não teve escola, não é possível!","June 1, 2025 at 09:44 PM", leva o filho doente já esquisito agora com tuberculose é mostrar que ela não teve escola não é possível ,pt,levar filho doente esquisito tuberculose mostrar escola
1929277240795164878,"@crflsantos Bom no posto onde fiz o meu tratamento pois só é possivel  tratar pelo SUS isso é importante informar, a mais de 20 anos não se tem 1 óbito por Tuberculose. Tudo depende da forma q se é diagnosticado e como é levado o tratamento N estou dizendo do seu Avo mas de outras pessosas","June 1, 2025 at 08:41 PM", bom no posto onde fiz o meu tratamento pois só é possivel tratar pelo sus isso é importante informar a mais de  anos não se tem  óbito por tuberculose tudo depende da forma q se é diagnosticado e como é levado o tratamento n estou dizendo do seu avo mas de outras pessosas,pt,posto fiz tratamento possivel tratar sus importante informar ano óbito tuberculose depender diagnosticar levar tratamento dizer avo pessosa
1929275916238065729,"@bbbenta A tuberculose não tratada no tempo correto leva a morte e a maioria das pessoas confundem com resfriado ou gripe intensa então sim, é altamente grave!!!","June 1, 2025 at 08:36 PM", a tuberculose não tratada no tempo correto leva a morte e a maioria das pessoas confundem com resfriado ou gripe intensa então sim é altamente grave ,pt,tuberculose tratar correto levar morte pessoa confundir resfriado gripe intenso altamente grave
1929274490875252779,"@crflsantos Tuberculose não é altamente grave, somente a pulmonar é contagiosa. Existem vários tipos de TB. O paciente medicado a 10 dias ja n transmite mais o bacilo e pode ter uma vida normal. 👍","June 1, 2025 at 08:30 PM", tuberculose não é altamente grave somente a pulmonar é contagiosa existem vários tipos de tb o paciente medicado a  dias ja n transmite mais o bacilo e pode ter uma vida normal ,pt,tuberculose altamente grave pulmonar contagioso existir tipo paciente medicar dia transmite bacilo vida normal
1929262424709849392,Minha mae ja me mandou pra escola quando eu tava com suspeita de tuberculose toda fudida com febre e dor de cabeça ❤️,"June 1, 2025 at 07:43 PM",minha mae ja me mandou pra escola quando eu tava com suspeita de tuberculose toda fudida com febre e dor de cabeça ️,pt,mae mandar escola tar suspeita tuberculose fudida febre dor cabeça
1929246966904438938,@ahsfxoficial Nss pior que eu fiquei fom tuberculose e toda vez que tosso eu lembro só dela,"June 1, 2025 at 06:41 PM", nss pior que eu fiquei fom tuberculose e toda vez que tosso eu lembro só dela,ca,nss pior fiquei fom tuberculose tosso lembro de ela
1929244127973003463,Modelo de IA identifica novos preditores de tuberculose ativa em pessoas vivendo com HIV. https://t.co/m0Opk9EF6I https://t.co/kv9TnmUYtw,"June 1, 2025 at 06:30 PM",modelo de ia identifica novos preditores de tuberculose ativa em pessoas vivendo com hiv ,pt,modelo identificar preditor tuberculose ativo pessoa viver hiv
1929232524011597943,"tuberculose
PNEUMONIA
PIOLHO
TOSSE DE MAIS DE 10 DIAS
CATARRO VERDE
COCEIRA
CONJUNTIVITE 

e não levar nem as TERAPIAS assim faz favor","June 1, 2025 at 05:44 PM",tuberculose pneumonia piolho tosse de mais de  dias catarro verde coceira conjuntivite e não levar nem as terapias assim faz favor,pt,tuberculose pneumonia piolho tor dia catarro verde coceirar conjuntivite levar terapia
1929229652364521774,"@OAranhaHomem @bxnnetgirl Catapora é transmissivel em qualquer situação, Tuberculose não. Não estou dando show, estou esclarecendo desinformação e preconceito. Se meu show esta te incomodando só silenciar ou bloquear e ta tudo bem.","June 1, 2025 at 05:32 PM", catapora é transmissivel em qualquer situação tuberculose não não estou dando show estou esclarecendo desinformação e preconceito se meu show esta te incomodando só silenciar ou bloquear e ta tudo bem ,pt,catapora transmissivel situação tuberculose dar show esclarecer desinformação preconceito show incomodar silenciar bloquear
1929209362171441431,"@colattix professora, favor estudar: a tuberculose é  endêmica em algumas regiões do br e o portador da bactéria pode passa a vida sem desenvolver a doença 

logo, se vc tem, não dá pra acusar o aluno de ter te passado","June 1, 2025 at 04:12 PM", professora favor estudar a tuberculose é endêmica em algumas regiões do br e o portador da bactéria pode passa a vida sem desenvolver a doença logo se vc tem não dá pra acusar o aluno de ter te passado,pt,professora estudar tuberculose endêmico região portador bactéria passar vida desenvolver doença acusar aluno passado
1929205555177881777,"@PedroRonchi2 Imagino doenças extintas no Brasil como malária, peste negra, tuberculose voltando com força, o tanto de gente maluca que vai negligenciar os filhos, triste esse retrocesso","June 1, 2025 at 03:57 PM", imagino doenças extintas no brasil como malária peste negra tuberculose voltando com força o tanto de gente maluca que vai negligenciar os filhos triste esse retrocesso,pt,imaginar doença extinto brasil malária peste negro tuberculose voltar força gente maluco negligenciar filho tristar retrocesso
1929198243835003290,"@tuyaluzmaite @bbbenta oh dengo, tratamento da tuberculose dura 6 meses.
e criança costuma ser paucibacilifera, ou seja, nn transmite a doença","June 1, 2025 at 03:27 PM", oh dengo tratamento da tuberculose dura  meses e criança costuma ser paucibacilifera ou seja nn transmite a doença,pt,dengo tratamento tuberculose durar criança costumar paucibaciliferar ser transmite doença
1929196646417519041,"Bloqueei a palavra Tuberculose do meu twitter, não quero mais ter que passar por um stress desses. Esse site ta cheio gente que bosteja e levanta bandeiras e pautas mas não passam de um bando de preconceituosos mal informados. 
Nojo","June 1, 2025 at 03:21 PM",bloqueei a palavra tuberculose do meu twitter não quero mais ter que passar por um stress desses esse site ta cheio gente que bosteja e levanta bandeiras e pautas mas não passam de um bando de preconceituosos mal informados nojo,pt,bloqueei palavra tuberculose twitter passar stress de esse site cheio gente bostejo levantar bandeira pauta passar bando preconceituoso informar nojo
1929193988218605930,"@Hugorysdyk @mab_sp125 Por isso existem novas levas de vacinas, mais adequadas às novas cepas.
Graças a essa eficiência, erradicamos o sarampo e a varíola,  diminuímos drasticamente a tuberculose, tétano e outras dezenas de doenças graves.","June 1, 2025 at 03:11 PM", por isso existem novas levas de vacinas mais adequadas às novas cepas graças a essa eficiência erradicamos o sarampo e a varíola diminuímos drasticamente a tuberculose tétano e outras dezenas de doenças graves ,pt,existir leva vacina adequado cepa graças eficiência erradica sarampo varíola diminuír drasticamente tuberculose tétano dezena doença grave
1929191258079076600,"@bbbenta Ela não disse q pegou tuberculose, e sim gripe 
Ela disse para não levarem as crianças com tuberculose para a escola (e está certo uai) 
Ninguém tem preconceito com a doença, e sim com pais inconsequentes e irresponsáveis com os próprios filhos, e com os filhos dos outros","June 1, 2025 at 03:00 PM", ela não disse q pegou tuberculose e sim gripe ela disse para não levarem as crianças com tuberculose para a escola e está certo uai ninguém tem preconceito com a doença e sim com pais inconsequentes e irresponsáveis com os próprios filhos e com os filhos dos outros,pt,dizer pegar tuberculose gripe dizer levar criança tuberculose escola certo uai ninguém preconceito doença pai inconsequente irresponsável próprio filho filho
1929190726899835288,"@bbbenta Vc leu a parte q ela disse q n era tuberculose? Pq pelo visto vc lê as coisas com a bunda né.
Vc é uma marmanja, não uma criança. É de bom senso pra própria criança, pros colegas de sala e suas famílias, tal qual a instituição (professores e outros funcionários)
Pelo amor né","June 1, 2025 at 02:58 PM", vc leu a parte q ela disse q n era tuberculose pq pelo visto vc lê as coisas com a bunda né vc é uma marmanja não uma criança é de bom senso pra própria criança pros colegas de sala e suas famílias tal qual a instituição professores e outros funcionários pelo amor né,pt,ler dizer tuberculose visto coisa bunda marmanja criança senso próprio criança pro colega sala família instituição professor funcionário amor
1929190393058357353,@c_kakuzu Na postagem a moça da entender que pegou Tuberculose por causa da criança. Somente nas Repliees ela retifica que não esta com a doença. Achei desonesto e só propagou mais preconceito com quem é atingido pelo bacilo.,"June 1, 2025 at 02:56 PM", na postagem a moça da entender que pegou tuberculose por causa da criança somente nas repliees ela retifica que não esta com a doença achei desonesto e só propagou mais preconceito com quem é atingido pelo bacilo ,pt,postagem moça entender pegar tuberculose causa criança repliees retifico doença achar desoner propagar preconceito atingir bacilo
1929178508065906865,"@whateverdebs Se um adulto contraiu tuberculose de uma criança, o problema não é a criança.","June 1, 2025 at 02:09 PM", se um adulto contraiu tuberculose de uma criança o problema não é a criança ,pt,adulto contrair tuberculose criança problema criança
1929167974482448626,Eu me pergunto PORQUÊ os pais levam os filhos doentes para a escola?  tipo levar gripado já é um absurdo agora com TUBERCULOSE é putaria,"June 1, 2025 at 01:27 PM",eu me pergunto porquê os pais levam os filhos doentes para a escola tipo levar gripado já é um absurdo agora com tuberculose é putaria,pt,perguntar pai levar filho doente escola levar gripar absurdo tuberculose putario
1929150159260090774,@alcoolita amg a taxa de tuberculose acabou de cair depois dessa frase,"June 1, 2025 at 12:16 PM", amg a taxa de tuberculose acabou de cair depois dessa frase,ca,amg taxa tuberculose acabar cair frase
1929121534292935024,"@fabarj @srDoomer @ethyios @DancruzDm @IsadoraAlps @PedroRonchi2 Aí o cara e a prole vai ter risco de ter doença erradicadas ou já controladas, varíola, poliomielite, sarampo, tétano, coqueluche, rubéola, coqueluche, caxumba, febre amarela, hepatite A e B, tuberculose… vai ser uma bomba biológica mas o problema é só dele 😍 foda-se o coletivo","June 1, 2025 at 10:23 AM", aí o cara e a prole vai ter risco de ter doença erradicadas ou já controladas varíola poliomielite sarampo tétano coqueluche rubéola coqueluche caxumba febre amarela hepatite a e b tuberculose… vai ser uma bomba biológica mas o problema é só dele foda se o coletivo,pt,cara prole risco doença erradicado controlar varíola poliomielitar sarampo tétano coqueluche rubéola coqueluche caxumba febre amarela hepatite tuberculose bomba biológico problema de ele foda coletivo
1929069802175226100,@Diana_g_silva84 Minha tia e meu primo tiveram tuberculose neste ano. Minha tia segue em tratamento,"June 1, 2025 at 06:57 AM", minha tia e meu primo tiveram tuberculose neste ano minha tia segue em tratamento,pt,tia primo tuberculose ano tia seguir tratamento
1929012320786579472,"@CT_DA_EMBAIXADA @grok @residenthiago @Flawtista @RDSR551779 @brainletbr Miocardite é uma inflamação do músculo cardíaco de causa frequentemente infecciosa, seja pela covid-19, vírus da influenza, hiv, tuberculose e bacteriana, há outros importantes tbm como por toxemias, medicamentos e principalmente autoimunes, paciente com lúpus, artrite reumatoide","June 1, 2025 at 03:09 AM", miocardite é uma inflamação do músculo cardíaco de causa frequentemente infecciosa seja pela covid  vírus da influenza hiv tuberculose e bacteriana há outros importantes tbm como por toxemias medicamentos e principalmente autoimunes paciente com lúpus artrite reumatoide,pt,miocardite inflamação músculo cardíaco causa frequentemente infeccioso ser covid vírus influenza hiv tuberculose bacteriano importante tbm toxemia medicamento principalmente autoimune paciente lúpus artrite reumatoidir
1929007566874456368,"Fazendo o projeto de tuberculose eu só consigo pensar nele....Arthur Morgan, se você tivesse o SUS meu parceiro","June 1, 2025 at 02:50 AM",fazendo o projeto de tuberculose eu só consigo pensar nele arthur morgan se você tivesse o sus meu parceiro,pt,fazer projeto tuberculose consigo pensar em ele arthur morgan ter sus parceiro
